appearance,goals,assists,minutes_played,clusters
-1.3854031021379256,-0.8637659885300976,-0.9811028559612688,-0.9729155877018097,1
1.314554790362774,-0.8637659885300976,-0.6279736175629728,1.5993174140796687,2
-0.4526903756376839,-0.8637659885300976,-0.9811028559612688,-0.07538096217018755,1
-0.4526903756376839,-0.8637659885300976,-0.6214658299903603,-0.11982559287051547,1
0.8236533553626467,-0.8637659885300976,-0.7791406921614906,1.174624276276535,2
1.6090956513628503,-0.22729383452516472,-0.5689052743239923,1.115364768676098,2
1.5109153643628248,0.09114598133621286,-0.05346036694197154,0.15054591055647937,2
-0.20723965813762033,-0.007770293681551218,-0.2881437177830307,-0.05686236604505092,1
0.3818420638625323,0.15553184266061823,0.11910790236639156,0.3900530871082465,2
0.9709237858626849,0.7021893831880291,1.2373667281207,0.10363213370613324,0
1.4127350773627994,2.621410355590039,2.2433256602920704,0.4412878697211245,0
-0.4526903756376839,-0.8637659885300976,-0.043253296712386015,-1.1420520989780576,1
1.4127350773627994,-0.6178348262244118,-0.5829227047573926,1.2172170473643495,2
-0.05996922763758216,-0.6843826456434439,-0.9811028559612688,0.2752377911323994,2
1.3636449338627867,-0.5222496767436646,-0.2438503948476114,1.4573415104536211,2
1.8054562253629012,-0.6779292014601964,0.5233124085612483,2.1857396247089955,2
1.0200139293626975,-0.734204859425168,-0.7713341162314804,1.0647472726007245,2
1.4127350773627994,-0.8637659885300976,0.028637607126949675,1.7653674926683938,2
1.5109153643628248,-0.732001634491531,-0.5544310188303262,1.0172162092128738,2
1.2654646468627613,0.5953413698024772,0.2000967538746343,0.7462274192483744,2
0.3818420638625323,1.1943639370123396,1.6106546361336473,-0.16735665625836615,0
1.0691040728627104,3.058199488206114,-0.7165219030944151,0.47585591582137954,0
1.0691040728627104,-0.8637659885300976,-0.9811028559612688,1.8437628829314723,2
-0.5999608061377221,-0.8637659885300976,-0.9811028559612688,-0.05562779297004181,1
1.7072759383628757,-0.43784579883767627,-0.7052647534566465,2.545617676074151,2
0.3327519203625196,-0.5863286519992668,-0.9811028559612688,0.87709216519934,2
-0.1581495146376076,-0.6890064673422271,-0.4152065246569841,0.3295590064328002,2
-0.8945016671377983,-0.8637659885300976,-0.9811028559612688,-0.8735324551635765,1
-0.10905937113759488,-0.4964966766179107,-0.6837852066266015,0.22770672774454867,2
1.3636449338627867,-0.7539300173486055,0.08589092886808822,1.575243239116991,2
0.6763829248626086,-0.8637659885300976,-0.5360510067432105,0.9017836266995222,2
-0.4036002321376712,-0.6493055275410355,-0.6338760223087878,-0.06056608527007825,1
-0.4036002321376712,-0.002415170561817992,0.8783486195003658,-0.4951358076732846,1
0.774563211862634,-0.8637659885300976,-0.7086106036525159,0.41042354284589677,2
-0.05996922763758216,-0.6053731755620844,-0.5627464005491126,-0.3525426175097325,1
1.7072759383628757,-0.3368016730163229,-0.12790991829884737,1.716601856205534,2
0.3818420638625323,-0.15349337312199232,0.16887933721699386,-0.2222951580962715,2
1.4127350773627994,1.6620697876622168,1.6017448516180584,0.9925247477126916,0
1.5109153643628248,1.769195167239606,1.2924718279229719,0.32029970837023186,0
1.7072759383628757,1.7537453797926394,2.727093084539706,0.47338676967136134,0
1.5600055078628374,2.2247928566498936,0.5408182149171114,0.9647468535249867,0
1.5109153643628248,-0.6815613793602608,-0.24359709210285627,2.2647523015095783,2
1.314554790362774,-0.6637227358108276,-0.9811028559612688,1.9042569636069187,2
-0.5017805191376966,-0.20668559276375253,-0.9811028559612688,-0.6568648804994779,1
0.9218336423626722,-0.430169331501176,-0.04507084050450851,0.770301594211052,2
1.2163745033627484,-0.4261140574619709,-0.09536560311904174,1.5882062564045867,2
0.6763829248626086,-0.6956067419218182,-0.4365791584090417,0.41227540245841043,2
1.5109153643628248,-0.7597148923354097,-0.6441705034516481,1.7616637734433664,2
0.8236533553626467,-0.3273899036106897,0.1768055020953966,0.2820279430449495,2
1.4127350773627994,-0.4700164454068135,0.13453735607062897,1.9635164712073558,2
0.5291124943625705,0.3805072069260762,1.0334644906926076,-0.001923864207145576,0
-0.3545100886376585,1.1383447433366514,-0.3327907415087323,-0.8581002917259626,1
1.6090956513628503,-0.8637659885300976,-0.9811028559612688,2.4166047897356986,2
0.8236533553626467,-0.8637659885300976,-0.9811028559612688,1.611045858292255,2
